order_id,user_id,restaurant_id,order_time,meal_period,items_ordered,order_value,was_completed
O018401,U02014,R0045,2025-12-26T06:11:25.373050,late_night,"[""I00892"", ""I00897"", ""I00894""]",123,True
O018402,U01983,R0086,2025-12-20T04:56:23.455187,late_night,"[""I01661""]",96,True
O018403,U03771,R0059,2025-12-17T16:22:14.369757,late_night,"[""I01139"", ""I01136""]",364,True
O018404,U01621,R0069,2025-12-29T07:26:29.408396,breakfast,"[""I01324""]",39,True
O018405,U01267,R0046,2025-12-29T10:05:45.751887,breakfast,"[""I00899"", ""I00908"", ""I00910""]",446,True
O018406,U03124,R0077,2025-12-04T16:10:00.408787,late_night,"[""I01483"", ""I01478"", ""I01488"", ""I01479""]",637,True
O018407,U03843,R0033,2026-01-03T17:57:14.836510,late_night,"[""I00707"", ""I00699"", ""I00698"", ""I00694"", ""I00704"", ""I00695"", ""I00703""]",908,True
O018408,U00233,R0089,2026-01-02T00:43:45.367966,late_night,"[""I01756"", ""I01749"", ""I01729""]",509,True
O018409,U02709,R0048,2025-12-22T02:51:45.675730,late_night,"[""I00951"", ""I00963"", ""I00950"", ""I00960"", ""I00952"", ""I00962""]",1290,True
O018410,U03113,R0018,2025-12-11T11:09:35.944577,lunch,"[""I00376"", ""I00378""]",203,True
O018411,U02583,R0012,2025-12-25T18:08:32.424421,late_night,"[""I00273"", ""I00263"", ""I00271""]",941,True
O018412,U01269,R0028,2025-12-16T20:17:43.217958,dinner,"[""I00600"", ""I00599"", ""I00598"", ""I00594""]",596,True
O018413,U01012,R0016,2025-12-28T03:07:38.177211,late_night,"[""I00345"", ""I00348""]",350,True
O018414,U02758,R0049,2025-12-14T11:14:55.431521,lunch,"[""I00976"", ""I00969"", ""I00968""]",637,True
O018415,U00895,R0088,2025-12-26T18:46:19.974540,late_night,"[""I01711"", ""I01720"", ""I01719""]",286,True
O018416,U00545,R0015,2025-12-21T10:25:44.484044,breakfast,"[""I00333"", ""I00326"", ""I00341"", ""I00324"", ""I00340""]",696,True
O018417,U04849,R0012,2025-12-30T10:50:45.737532,breakfast,"[""I00270"", ""I00272"", ""I00268"", ""I00265""]",563,True
O018418,U01127,R0020,2025-12-19T00:08:24.751865,late_night,"[""I00404""]",85,True
O018419,U03107,R0012,2025-12-13T09:41:50.804148,breakfast,"[""I00269"", ""I00267"", ""I00272"", ""I00263"", ""I00268"", ""I00273"", ""I00265""]",1688,True
O018420,U04005,R0018,2025-12-17T20:43:20.658235,dinner,"[""I00374""]",124,True
O018421,U02031,R0095,2026-01-05T18:55:42.959734,late_night,"[""I01896"", ""I01895""]",71,True
O018422,U03294,R0076,2025-12-14T09:55:28.044698,breakfast,"[""I01469"", ""I01467""]",123,True
O018423,U04777,R0035,2025-12-13T11:33:52.561122,lunch,"[""I00733"", ""I00728""]",268,False
O018424,U00433,R0010,2026-01-02T17:24:08.015486,late_night,"[""I00233"", ""I00238""]",250,True
O018425,U02954,R0017,2025-12-31T04:26:03.284133,late_night,"[""I00370""]",319,True
O018426,U01447,R0024,2025-12-10T02:07:51.770283,late_night,"[""I00488"", ""I00483"", ""I00493"", ""I00484"", ""I00491"", ""I00495""]",1108,True
O018427,U02534,R0034,2025-12-24T10:26:52.203624,breakfast,"[""I00712"", ""I00710"", ""I00708""]",404,True
O018428,U01344,R0060,2025-12-30T04:05:01.680379,late_night,"[""I01169""]",148,True
O018429,U03473,R0069,2026-01-01T22:58:11.264565,dinner,"[""I01329"", ""I01321""]",243,True
O018430,U02002,R0093,2025-12-19T12:56:07.905448,lunch,"[""I01849"", ""I01855"", ""I01848""]",757,True
O018431,U02995,R0024,2025-12-14T13:27:20.518037,lunch,"[""I00483"", ""I00488"", ""I00485"", ""I00486""]",1267,True
O018432,U04592,R0034,2025-12-27T21:26:33.427755,dinner,"[""I00714"", ""I00712"", ""I00710""]",193,True
O018433,U01115,R0041,2025-12-05T15:01:37.549150,late_night,"[""I00823"", ""I00820""]",181,True
O018434,U03477,R0016,2025-12-08T10:59:14.125865,breakfast,"[""I00349""]",93,True
O018435,U01014,R0089,2025-12-15T10:54:47.550254,breakfast,"[""I01736"", ""I01739"", ""I01746"", ""I01743"", ""I01751"", ""I01738""]",374,True
O018436,U00891,R0088,2025-12-30T15:45:59.351662,late_night,"[""I01724"", ""I01718""]",274,True
O018437,U02562,R0097,2025-12-11T17:58:58.045920,late_night,"[""I01943"", ""I01927"", ""I01944""]",210,True
O018438,U04677,R0082,2025-12-10T08:24:42.042468,breakfast,"[""I01585"", ""I01578"", ""I01576"", ""I01577""]",1732,True
O018439,U02549,R0035,2025-12-16T12:25:53.582436,lunch,"[""I00722"", ""I00726"", ""I00731"", ""I00733""]",562,False
O018440,U01161,R0071,2025-12-27T00:35:40.389748,late_night,"[""I01381"", ""I01373""]",365,True
O018441,U00699,R0065,2026-01-02T17:49:39.493014,late_night,"[""I01276"", ""I01270"", ""I01274"", ""I01263"", ""I01272""]",909,True
O018442,U02255,R0082,2025-12-23T22:33:15.985800,dinner,"[""I01575"", ""I01582"", ""I01585""]",1317,True
O018443,U02699,R0041,2025-12-13T21:16:32.004704,dinner,"[""I00819"", ""I00833""]",168,True
O018444,U01718,R0057,2025-12-31T02:28:49.435200,late_night,"[""I01117"", ""I01114"", ""I01104""]",377,True
O018445,U02595,R0080,2025-12-05T11:20:47.330280,lunch,"[""I01547"", ""I01552"", ""I01549""]",156,True
O018446,U01264,R0058,2025-12-04T07:00:09.009181,breakfast,"[""I01121""]",86,True
O018447,U04342,R0017,2025-12-02T10:01:15.233104,breakfast,"[""I00365"", ""I00368"", ""I00364"", ""I00370"", ""I00371"", ""I00360""]",1388,True
O018448,U03021,R0006,2025-12-16T01:01:04.817326,late_night,"[""I00140"", ""I00130"", ""I00147"", ""I00119""]",393,True
O018449,U04374,R0031,2025-12-15T11:12:26.536840,lunch,"[""I00658"", ""I00656"", ""I00672"", ""I00657""]",310,True
O018450,U02210,R0045,2025-12-27T21:15:10.014901,dinner,"[""I00894""]",36,True
O018451,U00258,R0020,2025-12-04T11:55:41.103337,lunch,"[""I00412""]",108,True
O018452,U01569,R0019,2025-12-10T17:59:13.486391,late_night,"[""I00400"", ""I00403"", ""I00392"", ""I00393"", ""I00399""]",619,True
O018453,U01597,R0048,2025-12-27T20:09:07.126808,dinner,"[""I00954""]",229,True
O018454,U04548,R0046,2025-12-04T09:07:05.872844,breakfast,"[""I00906"", ""I00907"", ""I00908"", ""I00902"", ""I00900"", ""I00909"", ""I00901""]",950,True
O018455,U04860,R0039,2025-12-15T08:33:40.610158,breakfast,"[""I00789"", ""I00786"", ""I00797""]",122,True
O018456,U02850,R0066,2026-01-03T18:43:34.958773,late_night,"[""I01286"", ""I01285"", ""I01281""]",787,True
O018457,U00459,R0099,2025-12-28T21:56:04.923214,dinner,"[""I01975"", ""I01986"", ""I01999"", ""I01982"", ""I01991""]",726,True
O018458,U01690,R0086,2025-12-19T14:03:26.820581,lunch,"[""I01670"", ""I01661"", ""I01666""]",383,True
O018459,U02731,R0083,2025-12-14T17:47:19.287329,late_night,"[""I01597""]",46,True
O018460,U01405,R0054,2025-12-11T21:46:49.152257,dinner,"[""I01068""]",66,True
O018461,U04243,R0004,2025-12-18T03:13:10.182828,late_night,"[""I00067"", ""I00075""]",221,True
O018462,U02754,R0004,2025-12-04T23:19:00.805906,late_night,"[""I00081"", ""I00065"", ""I00077""]",708,False
O018463,U04062,R0041,2025-12-22T01:20:59.248093,late_night,"[""I00829"", ""I00834""]",337,True
O018464,U00374,R0083,2025-12-15T12:54:13.093370,lunch,"[""I01591"", ""I01593"", ""I01600"", ""I01594""]",345,True
O018465,U04166,R0010,2025-12-28T13:17:03.866933,lunch,"[""I00232""]",147,True
O018466,U04800,R0093,2025-12-23T23:09:29.650856,late_night,"[""I01853""]",161,True
O018467,U03696,R0020,2026-01-03T12:55:55.313737,lunch,"[""I00419"", ""I00407"", ""I00414"", ""I00417"", ""I00411"", ""I00405"", ""I00406""]",626,True
O018468,U02955,R0049,2025-12-10T14:45:14.375256,lunch,"[""I00976"", ""I00978""]",196,True
O018469,U02415,R0018,2025-12-14T00:35:17.997259,late_night,"[""I00379"", ""I00390"", ""I00374"", ""I00387"", ""I00380"", ""I00382"", ""I00388""]",840,True
O018470,U02934,R0032,2025-12-31T02:46:29.733127,late_night,"[""I00683"", ""I00690"", ""I00692"", ""I00688""]",536,True
O018471,U02298,R0091,2025-12-18T13:38:56.927088,lunch,"[""I01809"", ""I01796""]",452,True
O018472,U03878,R0063,2025-12-14T05:08:53.494074,late_night,"[""I01234"", ""I01232"", ""I01245"", ""I01238"", ""I01229"", ""I01231"", ""I01237""]",1573,True
O018473,U04004,R0062,2025-12-29T06:18:10.382910,late_night,"[""I01214""]",176,False
O018474,U02074,R0037,2025-12-08T08:16:05.062237,breakfast,"[""I00755"", ""I00754"", ""I00762"", ""I00766"", ""I00752""]",640,True
O018475,U02241,R0073,2026-01-04T09:50:38.882453,breakfast,"[""I01409""]",211,True
O018476,U03200,R0034,2026-01-02T17:50:49.617970,late_night,"[""I00715"", ""I00712"", ""I00714""]",233,True
O018477,U04812,R0024,2026-01-01T20:10:08.909826,dinner,"[""I00492"", ""I00486""]",374,True
O018478,U00278,R0056,2025-12-20T22:09:36.360028,dinner,"[""I01099"", ""I01087"", ""I01096"", ""I01098"", ""I01089"", ""I01092"", ""I01102""]",920,True
O018479,U03500,R0049,2025-12-05T09:02:08.623055,breakfast,"[""I00971""]",135,True
O018480,U00434,R0007,2025-12-03T11:23:53.311864,lunch,"[""I00151"", ""I00164"", ""I00162"", ""I00178""]",255,True
O018481,U03562,R0001,2025-12-21T09:57:58.356899,breakfast,"[""I00008""]",46,True
O018482,U03167,R0098,2025-12-18T13:21:12.610004,lunch,"[""I01959"", ""I01958"", ""I01961""]",286,True
O018483,U04187,R0039,2025-12-14T17:42:33.678793,late_night,"[""I00785"", ""I00787"", ""I00796""]",147,True
O018484,U03197,R0032,2026-01-01T12:11:22.431743,lunch,"[""I00691"", ""I00692"", ""I00678""]",582,True
O018485,U04476,R0062,2025-12-03T17:08:24.225805,late_night,"[""I01218"", ""I01214""]",349,True
O018486,U01032,R0068,2026-01-02T23:23:22.180186,late_night,"[""I01309"", ""I01313"", ""I01307"", ""I01314"", ""I01316""]",1079,True
O018487,U02984,R0035,2025-12-29T14:12:33.692592,lunch,"[""I00733"", ""I00732""]",218,True
O018488,U01704,R0064,2025-12-31T19:31:39.608970,dinner,"[""I01252""]",148,True
O018489,U03790,R0023,2025-12-25T11:21:27.755838,lunch,"[""I00476"", ""I00481"", ""I00475""]",251,True
O018490,U04608,R0046,2025-12-27T08:49:51.061431,breakfast,"[""I00912"", ""I00903""]",472,True
O018491,U02378,R0084,2025-12-21T15:57:42.481047,late_night,"[""I01615"", ""I01636"", ""I01614"", ""I01627""]",394,True
O018492,U03112,R0003,2025-12-18T08:17:54.050248,breakfast,"[""I00035"", ""I00050""]",419,True
O018493,U04775,R0013,2025-12-20T13:30:30.521246,lunch,"[""I00294"", ""I00281"", ""I00289"", ""I00280"", ""I00285"", ""I00277"", ""I00291""]",1237,True
O018494,U01145,R0031,2025-12-08T15:30:18.949053,late_night,"[""I00658"", ""I00663""]",133,True
O018495,U00182,R0033,2025-12-28T16:16:13.839518,late_night,"[""I00701""]",133,True
O018496,U00200,R0060,2025-12-20T05:57:16.774710,late_night,"[""I01165"", ""I01154"", ""I01169"", ""I01160"", ""I01164""]",318,True
O018497,U01288,R0046,2025-12-07T23:48:12.286942,late_night,"[""I00912"", ""I00899"", ""I00902""]",593,True
O018498,U02075,R0080,2025-12-13T19:20:19.933825,dinner,"[""I01556"", ""I01558""]",158,True
O018499,U01623,R0098,2025-12-25T04:20:42.498624,late_night,"[""I01960"", ""I01962""]",134,True
O018500,U03565,R0005,2025-12-18T20:51:07.598680,dinner,"[""I00108"", ""I00110"", ""I00114""]",583,True
O018501,U00759,R0097,2025-12-29T21:22:50.582308,dinner,"[""I01929"", ""I01943""]",194,True
O018502,U03557,R0014,2026-01-04T06:15:46.329260,late_night,"[""I00315"", ""I00309"", ""I00310""]",615,True
O018503,U04699,R0079,2025-12-30T08:42:57.880580,breakfast,"[""I01542"", ""I01530"", ""I01543""]",872,True
O018504,U01824,R0023,2025-12-28T19:04:28.155164,dinner,"[""I00480"", ""I00475""]",213,True
O018505,U02072,R0094,2025-12-20T02:56:32.804037,late_night,"[""I01868""]",211,True
O018506,U00255,R0044,2025-12-31T03:13:55.767467,late_night,"[""I00869""]",492,True
O018507,U04618,R0019,2025-12-28T02:14:35.920177,late_night,"[""I00396"", ""I00398"", ""I00397"", ""I00394"", ""I00402"", ""I00403"", ""I00392""]",658,False
O018508,U03254,R0018,2025-12-22T09:54:33.453055,breakfast,"[""I00380"", ""I00375""]",207,True
O018509,U02954,R0076,2025-12-16T04:19:18.320882,late_night,"[""I01473""]",617,True
O018510,U00854,R0091,2025-12-04T04:29:20.327129,late_night,"[""I01794"", ""I01801"", ""I01799""]",216,True
O018511,U03907,R0038,2025-12-05T12:56:55.752449,lunch,"[""I00779"", ""I00772"", ""I00771"", ""I00783"", ""I00777"", ""I00780""]",1301,True
O018512,U01649,R0019,2025-12-06T08:34:06.482925,breakfast,"[""I00401"", ""I00397"", ""I00395""]",299,True
O018513,U03230,R0010,2025-12-26T23:18:47.952926,late_night,"[""I00243"", ""I00239"", ""I00240"", ""I00232""]",464,True
O018514,U01783,R0013,2025-12-27T23:06:06.724376,late_night,"[""I00291"", ""I00280""]",281,True
O018515,U03046,R0001,2025-12-28T07:47:42.428467,breakfast,"[""I00001""]",115,True
O018516,U01894,R0096,2026-01-03T07:47:31.464787,breakfast,"[""I01920"", ""I01909"", ""I01922""]",292,True
O018517,U04789,R0042,2025-12-07T23:03:18.331816,late_night,"[""I00840""]",90,True
O018518,U02020,R0046,2026-01-01T18:39:02.448129,late_night,"[""I00905"", ""I00903""]",321,True
O018519,U02191,R0018,2025-12-27T16:12:59.147166,late_night,"[""I00391"", ""I00386"", ""I00378"", ""I00382"", ""I00380""]",602,True
O018520,U03768,R0072,2025-12-04T21:48:39.869887,dinner,"[""I01403"", ""I01383""]",479,True
O018521,U04696,R0050,2025-12-03T20:12:57.154570,dinner,"[""I00991"", ""I00984"", ""I00989""]",764,False
O018522,U01273,R0088,2025-12-14T08:13:01.763099,breakfast,"[""I01715"", ""I01705"", ""I01713"", ""I01714""]",542,True
O018523,U01989,R0055,2025-12-14T18:18:41.394248,late_night,"[""I01085"", ""I01081"", ""I01078"", ""I01077""]",685,True
O018524,U00744,R0044,2025-12-20T06:39:33.238310,late_night,"[""I00868"", ""I00878""]",452,True
O018525,U04846,R0034,2025-12-16T05:28:11.148155,late_night,"[""I00709"", ""I00715"", ""I00712"", ""I00717""]",546,True
O018526,U04669,R0054,2025-12-29T16:24:20.616913,late_night,"[""I01067"", ""I01069"", ""I01071"", ""I01073"", ""I01063""]",425,True
O018527,U02151,R0045,2025-12-05T02:04:05.045165,late_night,"[""I00886"", ""I00895""]",287,True
O018528,U02510,R0084,2025-12-01T21:15:00.248285,dinner,"[""I01629"", ""I01634"", ""I01604""]",409,True
O018529,U02901,R0059,2025-12-30T08:23:10.334331,breakfast,"[""I01152"", ""I01143"", ""I01135""]",593,True
O018530,U04154,R0017,2025-12-28T06:53:02.877393,late_night,"[""I00373"", ""I00359"", ""I00364"", ""I00369""]",1341,True
O018531,U01420,R0055,2025-12-17T05:56:02.329720,late_night,"[""I01083"", ""I01079"", ""I01076"", ""I01085""]",569,False
O018532,U01582,R0097,2025-12-12T03:23:28.362728,late_night,"[""I01943"", ""I01923""]",231,True
O018533,U00895,R0072,2026-01-05T10:33:10.848491,breakfast,"[""I01402"", ""I01382"", ""I01388"", ""I01383"", ""I01396""]",1244,True
O018534,U02359,R0097,2025-12-06T20:11:53.485059,dinner,"[""I01935""]",57,True
O018535,U01178,R0051,2025-12-14T21:31:35.730465,dinner,"[""I01003"", ""I01005"", ""I01002"", ""I00997""]",766,True
O018536,U00873,R0068,2025-12-22T02:29:21.122342,late_night,"[""I01315"", ""I01318"", ""I01312""]",206,True
O018537,U01873,R0020,2025-12-10T11:03:25.285759,lunch,"[""I00404"", ""I00407"", ""I00413"", ""I00405"", ""I00416"", ""I00414"", ""I00411""]",546,True
O018538,U01189,R0082,2025-12-31T16:08:15.801815,late_night,"[""I01576"", ""I01575"", ""I01584""]",1036,True
O018539,U02293,R0086,2025-12-26T20:53:16.215178,dinner,"[""I01663"", ""I01661"", ""I01657"", ""I01667"", ""I01669""]",332,True
O018540,U00194,R0021,2026-01-03T13:03:13.295003,lunch,"[""I00425"", ""I00429"", ""I00427"", ""I00431"", ""I00420"", ""I00426""]",1157,True
O018541,U01748,R0077,2025-12-03T17:24:19.386863,late_night,"[""I01483"", ""I01493"", ""I01484"", ""I01485"", ""I01476""]",835,True
O018542,U01710,R0072,2025-12-10T05:44:39.532646,late_night,"[""I01389"", ""I01385"", ""I01392"", ""I01394""]",822,True
O018543,U01060,R0072,2025-12-09T09:06:43.176253,breakfast,"[""I01393"", ""I01382"", ""I01383""]",501,True
O018544,U03175,R0014,2025-12-18T15:10:29.001954,late_night,"[""I00315"", ""I00299"", ""I00302""]",823,True
O018545,U03782,R0047,2025-12-25T04:41:09.696077,late_night,"[""I00935"", ""I00948""]",645,False
O018546,U02217,R0091,2025-12-28T22:40:26.834102,dinner,"[""I01796"", ""I01799""]",220,False
O018547,U00250,R0097,2025-12-14T16:13:03.186703,late_night,"[""I01937"", ""I01941""]",58,True
O018548,U02268,R0006,2025-12-12T16:25:02.613697,late_night,"[""I00134""]",132,False
O018549,U02279,R0094,2025-12-02T18:52:56.746441,late_night,"[""I01867""]",124,True
O018550,U03191,R0044,2026-01-01T19:25:56.685926,dinner,"[""I00883"", ""I00872"", ""I00879""]",207,True
O018551,U03004,R0009,2025-12-15T04:11:54.744492,late_night,"[""I00231"", ""I00218""]",371,True
O018552,U00662,R0021,2025-12-25T11:29:14.039271,lunch,"[""I00427"", ""I00425"", ""I00421"", ""I00422""]",965,True
O018553,U04526,R0083,2025-12-09T05:29:17.046078,late_night,"[""I01596"", ""I01595"", ""I01602""]",332,True
O018554,U01896,R0098,2025-12-30T18:13:35.751649,late_night,"[""I01967"", ""I01958""]",147,True
O018555,U00651,R0006,2025-12-06T02:06:39.268376,late_night,"[""I00144"", ""I00117""]",241,True
O018556,U00131,R0050,2025-12-17T00:01:01.303897,late_night,"[""I00986""]",142,False
O018557,U00054,R0034,2025-12-21T07:25:53.891413,breakfast,"[""I00718"", ""I00715"", ""I00708""]",541,True
O018558,U01076,R0069,2025-12-14T15:54:16.633036,late_night,"[""I01320"", ""I01326"", ""I01327"", ""I01321"", ""I01322""]",628,True
O018559,U04941,R0024,2025-12-10T12:21:31.265795,lunch,"[""I00490"", ""I00485"", ""I00496"", ""I00489""]",1168,True
O018560,U00311,R0063,2025-12-30T15:25:59.589061,late_night,"[""I01244"", ""I01236""]",336,False
O018561,U02392,R0087,2025-12-27T06:06:49.807970,late_night,"[""I01675"", ""I01701"", ""I01698"", ""I01704"", ""I01697""]",856,True
O018562,U02774,R0068,2025-12-28T22:28:21.250483,dinner,"[""I01318"", ""I01316"", ""I01314"", ""I01315"", ""I01317""]",532,True
O018563,U01391,R0068,2025-12-14T13:49:14.411471,lunch,"[""I01317"", ""I01315""]",163,True
O018564,U01105,R0078,2025-12-31T17:56:02.468591,late_night,"[""I01516"", ""I01509"", ""I01495"", ""I01501"", ""I01515""]",573,True
O018565,U03441,R0063,2025-12-18T04:42:54.748058,late_night,"[""I01229"", ""I01239"", ""I01228""]",556,True
O018566,U03945,R0050,2025-12-24T22:08:17.499443,dinner,"[""I00981"", ""I00983"", ""I00985"", ""I00980""]",856,True
O018567,U01496,R0021,2025-12-07T02:25:44.696554,late_night,"[""I00431""]",172,True
O018568,U01722,R0059,2025-12-06T21:11:26.183494,dinner,"[""I01149"", ""I01144"", ""I01147"", ""I01143"", ""I01136""]",692,True
O018569,U02171,R0032,2025-12-04T04:41:03.574469,late_night,"[""I00687"", ""I00678"", ""I00682""]",734,True
O018570,U01878,R0082,2025-12-24T14:05:44.078392,lunch,"[""I01577"", ""I01584"", ""I01575""]",1093,False
O018571,U03743,R0025,2025-12-12T13:42:06.642900,lunch,"[""I00499"", ""I00515""]",696,True
O018572,U01092,R0092,2026-01-02T13:09:16.948288,lunch,"[""I01838"", ""I01835""]",194,True
O018573,U03609,R0067,2025-12-07T21:57:15.942387,dinner,"[""I01305"", ""I01297"", ""I01304"", ""I01300"", ""I01299"", ""I01298"", ""I01301""]",1165,True
O018574,U01770,R0069,2025-12-02T10:20:15.287469,breakfast,"[""I01322""]",245,True
O018575,U03427,R0085,2025-12-23T06:14:26.721847,late_night,"[""I01640"", ""I01639"", ""I01650"", ""I01641"", ""I01645""]",1371,True
O018576,U01533,R0002,2025-12-05T23:33:44.120553,late_night,"[""I00028"", ""I00016""]",131,True
O018577,U02824,R0002,2025-12-21T19:40:33.038265,dinner,"[""I00024"", ""I00021"", ""I00023""]",193,True
O018578,U00337,R0002,2025-12-04T17:41:47.409958,late_night,"[""I00021"", ""I00016"", ""I00025""]",169,True
O018579,U01131,R0054,2025-12-13T07:31:12.147444,breakfast,"[""I01059"", ""I01071"", ""I01070"", ""I01065""]",233,True
O018580,U00012,R0043,2025-12-26T23:39:40.068224,late_night,"[""I00865"", ""I00858""]",295,True
O018581,U03613,R0023,2025-12-07T16:42:54.748706,late_night,"[""I00481"", ""I00480"", ""I00475"", ""I00477""]",444,True
O018582,U00555,R0059,2025-12-09T15:01:15.795327,late_night,"[""I01150"", ""I01149"", ""I01148""]",275,True
O018583,U01587,R0099,2025-12-16T06:42:23.850988,late_night,"[""I01996""]",87,True
O018584,U02060,R0081,2025-12-08T05:03:43.623786,late_night,"[""I01564"", ""I01573""]",376,True
O018585,U03157,R0076,2025-12-06T00:07:29.645613,late_night,"[""I01467"", ""I01461""]",437,True
O018586,U02813,R0046,2025-12-07T08:37:15.353134,breakfast,"[""I00911"", ""I00902""]",579,True
O018587,U04070,R0010,2025-12-02T04:14:57.141010,late_night,"[""I00235""]",308,False
O018588,U02959,R0032,2025-12-16T16:11:43.001168,late_night,"[""I00690"", ""I00688""]",266,True
O018589,U03903,R0021,2025-12-16T03:40:58.869550,late_night,"[""I00424"", ""I00427"", ""I00438""]",723,True
O018590,U00913,R0004,2025-12-13T17:31:00.793929,late_night,"[""I00074"", ""I00082""]",412,True
O018591,U02918,R0024,2025-12-12T11:57:02.442075,lunch,"[""I00486"", ""I00483"", ""I00494"", ""I00489"", ""I00492"", ""I00490"", ""I00495""]",1162,True
